prompt_id,model,rater,dimension,score
P019,openai-gpt-4o-mini,R1,context_fidelity,3.2029237427945607
P019,openai-gpt-4o-mini,R2,socratic_quality,4.1386938956760035
P019,openai-gpt-4o-mini,R2,context_fidelity,3.6161112974210354
P019,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.6973349624756016
P019,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.174098829002058
P019,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.8112346655903746
P019,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.4626137163230184
P019,google-gemini-2.5-flash,R1,socratic_quality,3.833578178574314
P019,google-gemini-2.5-flash,R1,context_fidelity,3.2585873716754437
P019,google-gemini-2.5-flash,R2,socratic_quality,3.9093982372902394
P019,google-gemini-2.5-flash,R2,context_fidelity,3.4230284607337724
P019,cohere-command-r-08-2024,R1,socratic_quality,3.054812552578139
P019,cohere-command-r-08-2024,R1,context_fidelity,3.4987115191135443
P019,cohere-command-r-08-2024,R2,socratic_quality,3.9097843015279934
P019,cohere-command-r-08-2024,R2,context_fidelity,3.2880944380895665
P019,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.6230349140293576
P019,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.2725825137909244
P019,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.183500025828251
P019,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.412787685484057
P020,openai-gpt-4o-mini,R1,socratic_quality,3.684262424745948
P020,openai-gpt-4o-mini,R1,context_fidelity,3.7452701097294785
P020,openai-gpt-4o-mini,R2,socratic_quality,3.833807542852625
P020,openai-gpt-4o-mini,R2,context_fidelity,3.590442003018766
P020,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.065223642265864
P020,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.6109895038026774
P020,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.962736187414178
P020,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.082008190654323
P020,google-gemini-2.5-flash,R1,socratic_quality,3.698815711739924
P020,google-gemini-2.5-flash,R1,context_fidelity,3.6286361539595116
P020,google-gemini-2.5-flash,R2,socratic_quality,3.8617934898483375
P020,google-gemini-2.5-flash,R2,context_fidelity,4.017959219173494
P020,cohere-command-r-08-2024,R1,socratic_quality,3.629802961074781
P020,cohere-command-r-08-2024,R1,context_fidelity,3.608695769015706
P020,cohere-command-r-08-2024,R2,socratic_quality,3.7906193317430357
P020,cohere-command-r-08-2024,R2,context_fidelity,3.484389244235893
P020,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.7433393846081926
P020,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.879455773917705
P020,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.5981821855507046
P020,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.432399826726861
P021,openai-gpt-4o-mini,R1,socratic_quality,3.5518921038023628
P021,openai-gpt-4o-mini,R1,context_fidelity,3.237531002435919
P021,openai-gpt-4o-mini,R2,socratic_quality,3.6335933864685224
P021,openai-gpt-4o-mini,R2,context_fidelity,3.5794540853289347
P021,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.629896846285764
P021,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.61009143284881
P021,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.741410616606138
P021,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.645982842247918
P021,google-gemini-2.5-flash,R1,socratic_quality,3.4375401789779816
P021,google-gemini-2.5-flash,R1,context_fidelity,3.6255374933352287
P021,google-gemini-2.5-flash,R2,socratic_quality,3.8518025948411916
P021,google-gemini-2.5-flash,R2,context_fidelity,3.2197897956391204
P021,cohere-command-r-08-2024,R1,socratic_quality,3.539885109436779
P021,cohere-command-r-08-2024,R1,context_fidelity,3.1568408551948695
P021,cohere-command-r-08-2024,R2,socratic_quality,3.3636741086636097
P021,cohere-command-r-08-2024,R2,context_fidelity,3.3965318924560846
P021,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.5127457165801306
P021,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.7484315876996206
P021,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.1283357133120044
P021,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.61664608625465
P022,openai-gpt-4o-mini,R1,socratic_quality,3.4650714983976867
P022,openai-gpt-4o-mini,R1,context_fidelity,4.228285604980014
P022,openai-gpt-4o-mini,R2,socratic_quality,3.3698715826817733
P022,openai-gpt-4o-mini,R2,context_fidelity,3.987916809242899
P022,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.430857454935405
P022,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.9918487068114903
P022,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.14055024269695
P022,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.095012519344566
P022,google-gemini-2.5-flash,R1,socratic_quality,3.474763442316132
P022,google-gemini-2.5-flash,R1,context_fidelity,4.013878452456971
P022,google-gemini-2.5-flash,R2,socratic_quality,3.58606302164929
P022,google-gemini-2.5-flash,R2,context_fidelity,4.034223415167332
P022,cohere-command-r-08-2024,R1,socratic_quality,3.3070128450298073
P022,cohere-command-r-08-2024,R1,context_fidelity,3.838774837695395
P022,cohere-command-r-08-2024,R2,socratic_quality,3.352412513287651
P022,cohere-command-r-08-2024,R2,context_fidelity,3.8099405500341286
P022,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.5085431573650263
P022,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.5310102733313746
P022,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.3674424557451004
P022,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.694623681892088
P023,openai-gpt-4o-mini,R1,socratic_quality,3.606961521926669
P023,openai-gpt-4o-mini,R1,context_fidelity,3.9187067196710244
P023,openai-gpt-4o-mini,R2,socratic_quality,3.582948293509208
P023,openai-gpt-4o-mini,R2,context_fidelity,3.730385709728317
P023,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.260658129377288
P023,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.91674024289739
P023,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.830856875006658
P023,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.968076495923606
P023,google-gemini-2.5-flash,R1,socratic_quality,3.847303107499658
P023,google-gemini-2.5-flash,R1,context_fidelity,3.8734644800912297
P023,google-gemini-2.5-flash,R2,socratic_quality,3.4689657657824204
P023,google-gemini-2.5-flash,R2,context_fidelity,3.5493036242224942
P023,cohere-command-r-08-2024,R1,socratic_quality,3.3737694293568596
P023,cohere-command-r-08-2024,R1,context_fidelity,3.630802663556981
P023,cohere-command-r-08-2024,R2,socratic_quality,3.26479640290248
P023,cohere-command-r-08-2024,R2,context_fidelity,3.7572754012602374
P023,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.528571724312571
P023,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.730974796915851
P023,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.350404529987299
P023,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.54361299991938
P024,openai-gpt-4o-mini,R1,socratic_quality,3.711472595739518
P024,openai-gpt-4o-mini,R1,context_fidelity,3.6752202986762024
P024,openai-gpt-4o-mini,R2,socratic_quality,4.187808317031651
P024,openai-gpt-4o-mini,R2,context_fidelity,3.1657669054995976
P024,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.113238345404467
P024,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.4663253367745814
P024,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.9564496357535788
P024,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.3253608371449146
P024,google-gemini-2.5-flash,R1,socratic_quality,3.681166845183241
P024,google-gemini-2.5-flash,R1,context_fidelity,3.9548407766432176
P024,google-gemini-2.5-flash,R2,socratic_quality,3.5498227567837026
P024,google-gemini-2.5-flash,R2,context_fidelity,3.669398175661734
P024,cohere-command-r-08-2024,R1,socratic_quality,3.797806322005428
P024,cohere-command-r-08-2024,R1,context_fidelity,3.525542243910557
P024,cohere-command-r-08-2024,R2,socratic_quality,3.773689301048929
P024,cohere-command-r-08-2024,R2,context_fidelity,3.2811097595529657
P024,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.7014234152387977
P024,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.6264154879582753
P024,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.571604903418634
P024,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.6865743875305617
P025,openai-gpt-4o-mini,R1,socratic_quality,4.118047170039036
P025,openai-gpt-4o-mini,R1,context_fidelity,3.441816772659593
P025,openai-gpt-4o-mini,R2,socratic_quality,3.6223810902804763
P025,openai-gpt-4o-mini,R2,context_fidelity,3.9186628213613206
P025,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.956241831998795
P025,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.128594585830487
P025,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.061523224097932
P025,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.525373305764996
P025,google-gemini-2.5-flash,R1,socratic_quality,3.963792401970057
P025,google-gemini-2.5-flash,R1,context_fidelity,3.4409759999502127
P025,google-gemini-2.5-flash,R2,socratic_quality,3.698249851196724
P025,google-gemini-2.5-flash,R2,context_fidelity,3.7813071779306404
P025,cohere-command-r-08-2024,R1,socratic_quality,3.776504717774695
P025,cohere-command-r-08-2024,R1,context_fidelity,3.368418029038947
P025,cohere-command-r-08-2024,R2,socratic_quality,3.747203870251668
P025,cohere-command-r-08-2024,R2,context_fidelity,3.454130318534007
P025,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.460761667412559
P025,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.5816912285268754
P025,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.869431083117765
P025,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.4126788324388153
P026,openai-gpt-4o-mini,R1,socratic_quality,3.2840392889925223
P026,openai-gpt-4o-mini,R1,context_fidelity,4.308625728266999
P026,openai-gpt-4o-mini,R2,socratic_quality,3.3374032104535813
P026,openai-gpt-4o-mini,R2,context_fidelity,4.225697596712982
P026,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.626070071742166
P026,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.204124605974063
P026,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.5436180538870827
P026,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.247309307348722
P026,google-gemini-2.5-flash,R1,socratic_quality,3.7569649231943796
P026,google-gemini-2.5-flash,R1,context_fidelity,4.413443965636754
P026,google-gemini-2.5-flash,R2,socratic_quality,3.819255479148635
P026,google-gemini-2.5-flash,R2,context_fidelity,4.287224331209727
P026,cohere-command-r-08-2024,R1,socratic_quality,3.4276274259160937
P026,cohere-command-r-08-2024,R1,context_fidelity,4.276082672391435
P026,cohere-command-r-08-2024,R2,socratic_quality,4.001199146531084
P026,cohere-command-r-08-2024,R2,context_fidelity,4.208271938152701
P026,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.724729933379959
P026,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,4.143846197017016
P026,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.6690831046688928
P026,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.85198247683992
P027,openai-gpt-4o-mini,R1,socratic_quality,4.081279832019303
P027,openai-gpt-4o-mini,R1,context_fidelity,3.4959700027775513
P027,openai-gpt-4o-mini,R2,socratic_quality,4.2258619170202865
P027,openai-gpt-4o-mini,R2,context_fidelity,3.3034760598799924
P027,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.005789032604463
P027,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.0967195219850523
P027,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.163034389381115
P027,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.6263386116391882
P027,google-gemini-2.5-flash,R1,socratic_quality,4.2381332290024964
P027,google-gemini-2.5-flash,R1,context_fidelity,3.3408815476342792
P027,google-gemini-2.5-flash,R2,socratic_quality,3.7606453077309347
P027,google-gemini-2.5-flash,R2,context_fidelity,3.365361531264573
P027,cohere-command-r-08-2024,R1,socratic_quality,3.9750581100954037
P027,cohere-command-r-08-2024,R1,context_fidelity,3.5400226894624365
P027,cohere-command-r-08-2024,R2,socratic_quality,3.8978085559618023
P027,cohere-command-r-08-2024,R2,context_fidelity,3.427655770197252
P027,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.8832751638473098
P027,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.2180441296971023
P027,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,4.280945123391029
P027,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.3099965249935823
P028,openai-gpt-4o-mini,R1,socratic_quality,3.954865089838399
P028,openai-gpt-4o-mini,R1,context_fidelity,3.5798133025147134
P028,openai-gpt-4o-mini,R2,socratic_quality,3.754666042852582
P028,openai-gpt-4o-mini,R2,context_fidelity,3.282962145432765
P028,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.30650130600206
P028,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.245641272882755
P028,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.032038169396157
P028,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.198199736829739
P028,google-gemini-2.5-flash,R1,socratic_quality,4.41696016297942
P028,google-gemini-2.5-flash,R1,context_fidelity,3.551742037361349
P028,google-gemini-2.5-flash,R2,socratic_quality,4.008557087373795
P028,google-gemini-2.5-flash,R2,context_fidelity,3.8692118264080397
P028,cohere-command-r-08-2024,R1,socratic_quality,4.231556275399479
P028,cohere-command-r-08-2024,R1,context_fidelity,3.7279921960284765
P028,cohere-command-r-08-2024,R2,socratic_quality,3.929096131169753
P028,cohere-command-r-08-2024,R2,context_fidelity,3.295804193478046
P028,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,4.05843154975137
P028,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.250892138450676
P028,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.710932881902072
P028,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.3593108973091
P029,openai-gpt-4o-mini,R1,socratic_quality,3.8376927582218654
P029,openai-gpt-4o-mini,R1,context_fidelity,3.711298584198686
P029,openai-gpt-4o-mini,R2,socratic_quality,4.103370620217129
P029,openai-gpt-4o-mini,R2,context_fidelity,3.596726629581967
P029,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.418242002909992
P029,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.302893937026902
P029,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.473447704195297
P029,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.234688743301485
P029,google-gemini-2.5-flash,R1,socratic_quality,4.245886080432133
P029,google-gemini-2.5-flash,R1,context_fidelity,3.462134517241005
P029,google-gemini-2.5-flash,R2,socratic_quality,4.1362880892514085
P029,google-gemini-2.5-flash,R2,context_fidelity,3.3876409230326976
P029,cohere-command-r-08-2024,R1,socratic_quality,4.0014120689322334
P029,cohere-command-r-08-2024,R1,context_fidelity,3.3113912643959105
P029,cohere-command-r-08-2024,R2,socratic_quality,3.872200002944509
P029,cohere-command-r-08-2024,R2,context_fidelity,3.381297060053453
P029,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.407233569172915
P029,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.48593686554302
P029,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.4745465971674347
P029,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.6337739509477753
P030,openai-gpt-4o-mini,R1,socratic_quality,3.6328809625964036
P030,openai-gpt-4o-mini,R1,context_fidelity,3.8594618723829197
P030,openai-gpt-4o-mini,R2,socratic_quality,4.209111814911863
P030,openai-gpt-4o-mini,R2,context_fidelity,4.018869070315677
P030,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.8426295298778217
P030,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.7333376971679133
P030,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.625673137204975
P030,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.686315852915771
P030,google-gemini-2.5-flash,R1,socratic_quality,3.4668908226403112
P030,google-gemini-2.5-flash,R1,context_fidelity,3.7165561205880002
P030,google-gemini-2.5-flash,R2,socratic_quality,3.7740541871690083
P030,google-gemini-2.5-flash,R2,context_fidelity,3.6262661525969944
P030,cohere-command-r-08-2024,R1,socratic_quality,3.6094122514798888
P030,cohere-command-r-08-2024,R1,context_fidelity,3.9514994750044874
P030,cohere-command-r-08-2024,R2,socratic_quality,3.814825512577207
P030,cohere-command-r-08-2024,R2,context_fidelity,3.690031331449975
P030,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.4677044086873194
P030,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.6278631174030824
P030,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.455128588467082
P030,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.504513446416359
P031,openai-gpt-4o-mini,R1,socratic_quality,3.036455779921814
P031,openai-gpt-4o-mini,R1,context_fidelity,4.108277628097044
P031,openai-gpt-4o-mini,R2,socratic_quality,3.3566088502689455
P031,openai-gpt-4o-mini,R2,context_fidelity,3.975849743241474
P031,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.4105850129924367
P031,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.6685782728440497
P031,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.7029189664833395
P031,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.928057751149492
P031,google-gemini-2.5-flash,R1,socratic_quality,3.4806860032749682
P031,google-gemini-2.5-flash,R1,context_fidelity,4.076983642249467
P031,google-gemini-2.5-flash,R2,socratic_quality,3.3141111844619293
P031,google-gemini-2.5-flash,R2,context_fidelity,4.310922013903567
P031,cohere-command-r-08-2024,R1,socratic_quality,3.199580412689798
P031,cohere-command-r-08-2024,R1,context_fidelity,3.621328862451213
P031,cohere-command-r-08-2024,R2,socratic_quality,3.2763652173498397
P031,cohere-command-r-08-2024,R2,context_fidelity,3.7347704836444833
P031,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.736043876603959
P031,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.537163051560588
P031,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.3019740228267898
P031,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.523110955225825
P032,openai-gpt-4o-mini,R1,socratic_quality,3.9487900874282094
P032,openai-gpt-4o-mini,R1,context_fidelity,3.398443996209381
P032,openai-gpt-4o-mini,R2,socratic_quality,3.9478995876527354
P032,openai-gpt-4o-mini,R2,context_fidelity,4.083754744034945
P032,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.607139058618708
P032,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.54177549900727
P032,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.7027666331374136
P032,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.028641316537858
P032,google-gemini-2.5-flash,R1,socratic_quality,3.635863886762692
P032,google-gemini-2.5-flash,R1,context_fidelity,4.068546380874109
P032,google-gemini-2.5-flash,R2,socratic_quality,3.96580158235081
P032,google-gemini-2.5-flash,R2,context_fidelity,3.63244977921173
P032,cohere-command-r-08-2024,R1,socratic_quality,3.9737407277517245
P032,cohere-command-r-08-2024,R1,context_fidelity,3.5864490987510615
P032,cohere-command-r-08-2024,R2,socratic_quality,3.700013270400502
P032,cohere-command-r-08-2024,R2,context_fidelity,3.723167613005102
P032,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.6874300415421892
P032,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.42377419064958
P032,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.7900581179934614
P032,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.4916287021961043
P033,openai-gpt-4o-mini,R1,socratic_quality,3.8156975568104765
P033,openai-gpt-4o-mini,R1,context_fidelity,4.121206720657543
P033,openai-gpt-4o-mini,R2,socratic_quality,4.207685632774065
P033,openai-gpt-4o-mini,R2,context_fidelity,3.504346564695595
P033,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,3.6205481679143015
P033,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.0176850823849195
P033,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.8796532341351226
P033,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.854176268634184
P033,google-gemini-2.5-flash,R1,socratic_quality,3.744210294919399
P033,google-gemini-2.5-flash,R1,context_fidelity,4.260845420866856
P033,google-gemini-2.5-flash,R2,socratic_quality,3.7695281151821627
P033,google-gemini-2.5-flash,R2,context_fidelity,3.8490605819889323
P033,cohere-command-r-08-2024,R1,socratic_quality,3.684122941906543
P033,cohere-command-r-08-2024,R1,context_fidelity,3.8938678700525564
P033,cohere-command-r-08-2024,R2,socratic_quality,3.691389051213956
P033,cohere-command-r-08-2024,R2,context_fidelity,3.6310908664017916
P033,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.273904909059403
P033,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.326942071572551
P033,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.4953583751656785
P033,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.7460230870922304
P034,openai-gpt-4o-mini,R1,socratic_quality,4.011621200460199
P034,openai-gpt-4o-mini,R1,context_fidelity,4.000185415028557
P034,openai-gpt-4o-mini,R2,socratic_quality,4.119149204895999
P034,openai-gpt-4o-mini,R2,context_fidelity,4.332769280121555
P034,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.387922155748328
P034,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.2053765748360865
P034,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.105617413703077
P034,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.429834855192679
P034,google-gemini-2.5-flash,R1,socratic_quality,3.996357786666179
P034,google-gemini-2.5-flash,R1,context_fidelity,4.296507546177855
P034,google-gemini-2.5-flash,R2,socratic_quality,3.9847357781443282
P034,google-gemini-2.5-flash,R2,context_fidelity,3.978022601374633
P034,cohere-command-r-08-2024,R1,socratic_quality,4.672744280355109
P034,cohere-command-r-08-2024,R1,context_fidelity,4.307193823723742
P034,cohere-command-r-08-2024,R2,socratic_quality,3.3859999646930934
P034,cohere-command-r-08-2024,R2,context_fidelity,4.169605444356859
P034,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.8638505368253937
P034,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.7642546301320094
P034,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.7567545147183496
P034,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.6769891543792497
P035,openai-gpt-4o-mini,R1,socratic_quality,4.293593256949212
P035,openai-gpt-4o-mini,R1,context_fidelity,3.6292695824530097
P035,openai-gpt-4o-mini,R2,socratic_quality,4.3203995839986025
P035,openai-gpt-4o-mini,R2,context_fidelity,3.6703639688306766
P035,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.434483568046873
P035,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,3.987339093150223
P035,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,4.666650277817011
P035,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,3.515982085947822
P035,google-gemini-2.5-flash,R1,socratic_quality,4.579589089045557
P035,google-gemini-2.5-flash,R1,context_fidelity,3.5705864847437603
P035,google-gemini-2.5-flash,R2,socratic_quality,4.222528948172845
P035,google-gemini-2.5-flash,R2,context_fidelity,3.6621547443543254
P035,cohere-command-r-08-2024,R1,socratic_quality,4.4235312476931075
P035,cohere-command-r-08-2024,R1,context_fidelity,3.0839540996353554
P035,cohere-command-r-08-2024,R2,socratic_quality,4.209280366469868
P035,cohere-command-r-08-2024,R2,context_fidelity,3.6730877425248005
P035,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,4.077205804927252
P035,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.5145097833138506
P035,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,4.330997404842352
P035,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.479134098688802
P036,openai-gpt-4o-mini,R1,socratic_quality,3.663741363873436
P036,openai-gpt-4o-mini,R1,context_fidelity,3.951206122218478
P036,openai-gpt-4o-mini,R2,socratic_quality,4.025314261932069
P036,openai-gpt-4o-mini,R2,context_fidelity,3.4571697440816136
P036,anthropic-claude-3-sonnet-20240229,R1,socratic_quality,4.036434124059246
P036,anthropic-claude-3-sonnet-20240229,R1,context_fidelity,4.109293912340942
P036,anthropic-claude-3-sonnet-20240229,R2,socratic_quality,3.791972758808025
P036,anthropic-claude-3-sonnet-20240229,R2,context_fidelity,4.428363382745251
P036,google-gemini-2.5-flash,R1,socratic_quality,3.736856614156305
P036,google-gemini-2.5-flash,R1,context_fidelity,3.9587903649244187
P036,google-gemini-2.5-flash,R2,socratic_quality,4.291745863794077
P036,google-gemini-2.5-flash,R2,context_fidelity,4.246547201271079
P036,cohere-command-r-08-2024,R1,socratic_quality,3.671729685406394
P036,cohere-command-r-08-2024,R1,context_fidelity,3.3769584216106647
P036,cohere-command-r-08-2024,R2,socratic_quality,3.6826839710898445
P036,cohere-command-r-08-2024,R2,context_fidelity,3.9963263495152836
P036,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,socratic_quality,3.325822087378245
P036,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R1,context_fidelity,3.500033590340323
P036,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,socratic_quality,3.7025707226784665
P036,meta-llama-Llama-4-Maverick-17B-128E-Instruct,R2,context_fidelity,3.7470543578449176
P037,openai-gpt-4o-mini,R1,socratic_quality,3.559283953864866
P037,openai-gpt-4o-mini,R1,context_fidelity,3.9016016956443886
P037,openai-gpt-4o-mini,R2,socratic_quality,3.2098973745531865
